group_task,group_id,group_size,Omega_hat,task_id,revised_woc,initial_woc,influence,dataset,theta,revised_mse,initial_mse,revised_abs_error,initial_abs_error,revised_mse_zscore,initial_mse_zscore,revised_abs_error_zscore,initial_abs_error_zscore,improved
3_becker2017_df_becker2017_291,3_becker2017,40,0.3959999999999727,df_becker2017_291,215.47222222222223,205.8108108108108,1,becker2017,250.0,1192.1674382716044,1952.684441197955,34.52777777777777,44.18918918918919,-0.3628401755942309,-0.6001259552292213,-0.20246770920667362,-0.60839520586338,True
3_becker2017_df_becker2017_246,3_becker2017,39,0.402899999999972,df_becker2017_246,244.65714285714284,240.06060606060606,1,becker2017,200.0,1994.2604081632642,1604.8521579430671,44.657142857142844,40.06060606060606,-0.3971450780792079,1.1539838437950627,-0.30369036970988506,1.1533826743524938,False
4_becker2017_df_becker2017_819,4_becker2017,38,0.3881999999999736,df_becker2017_819,454.0810810810811,448.80555555555554,1,becker2017,440.0,198.27684441197994,77.53780864197509,14.081081081081095,8.805555555555543,-1.086095232287056,-0.5773530867160814,-1.1291715305960486,-0.5784504839414278,False
4_becker2017_df_becker2017_4700,4_becker2017,38,0.5157999999999595,df_becker2017_4700,1720.8857142857144,2026.8529411764705,1,becker2017,1050.0,450087.64163265313,954241.6686851209,670.8857142857144,976.8529411764705,0.856448342767194,1.0798481927960624,0.8220086888611821,1.0098706523901055,True
4_becker2017_df_becker2017_291,4_becker2017,40,0.3959999999999727,df_becker2017_291,232.52777777777777,204.6216216216216,1,becker2017,250.0,305.2785493827163,2059.197224251279,17.47222222222223,45.378378378378386,-0.7679271907216891,-0.5542710486275622,-0.8832736974481704,-0.545738544735793,True
4_becker2017_df_becker2017_246,4_becker2017,38,0.402899999999972,df_becker2017_246,278.85714285714283,222.91666666666666,1,becker2017,200.0,6218.4489795918325,525.1736111111106,78.85714285714283,22.916666666666657,1.1375649991893622,-0.612219271996271,1.1166400436249844,-0.6244543445942982,False
5_becker2017_df_becker2017_759,5_becker2017,39,0.4147999999999705,df_becker2017_759,578.1282051282051,614.0769230769231,1,becker2017,500.0,6104.016436554891,13013.544378698229,78.12820512820508,114.0769230769231,-0.5799178481097627,-0.7103869326976952,-0.5812635584199443,-0.7843334114075572,True
5_becker2017_df_becker2017_4299,5_becker2017,39,0.3994999999999723,df_becker2017_4299,2188.9210526315787,1804.861111111111,1,becker2017,2476.0,82414.32202216079,450427.40817901236,287.07894736842127,671.1388888888889,-0.5946724754596112,1.000263725397201,-0.6055456874835446,0.9067808632306171,True
5_becker2017_df_becker2017_268,5_becker2017,40,0.6003999999999502,df_becker2017_268,214.92105263157896,206.84615384615384,1,becker2017,48.0,27862.63781163435,25232.100591715975,166.92105263157896,158.84615384615384,0.8512919197626,-0.5756418049448633,0.8225856919596184,-0.5739863104044158,False
5_becker2017_df_becker2017_346,5_becker2017,39,0.4725999999999642,df_becker2017_346,335.3157894736842,343.60526315789474,1,becker2017,200.0,18310.36288088643,20622.4716066482,135.31578947368422,143.60526315789474,0.04095282012776263,0.3949466012102497,0.3200258050847895,0.5746617707394808,True
6_becker2017_df_becker2017_759,6_becker2017,36,0.4147999999999705,df_becker2017_759,660.5,809.6,1,becker2017,500.0,25760.25,95852.16000000002,160.5,309.6,1.1546967265608241,1.1435543002245991,1.1546916768673847,1.1260712123068772,True
6_becker2017_df_becker2017_4299,6_becker2017,36,0.3994999999999723,df_becker2017_4299,2176.722222222222,2971.3611111111113,1,becker2017,2476.0,89567.18827160497,245382.63040123475,299.2777777777778,495.3611111111113,-0.5598530559492823,-0.0005276596129129641,-0.5486881449579809,0.16573100199772045,True
6_becker2017_df_becker2017_268,6_becker2017,40,0.6003999999999502,df_becker2017_268,201.86111111111111,205.65714285714284,1,becker2017,48.0,23673.24151234568,24855.774693877545,153.86111111111111,157.65714285714284,0.24998452382276007,-0.5790570498944891,0.2905009873768883,-0.5807077071929173,True
6_becker2017_df_becker2017_346,6_becker2017,36,0.4725999999999642,df_becker2017_346,434.3888888888889,367.9714285714286,1,becker2017,200.0,54938.151234567915,28214.400816326535,234.3888888888889,167.9714285714286,1.9492306610399535,0.9320235285699354,1.6053276700873458,0.9437014189460379,False
7_becker2017_df_becker2017_729,7_becker2017,38,0.4702999999999645,df_becker2017_729,466.2631578947368,435.8157894736842,1,becker2017,280.0,34693.96398891966,24278.56024930748,186.26315789473682,155.81578947368422,0.10030630543837901,-0.910362378842345,0.17746341020052644,-0.9989799125910457,False
7_becker2017_df_becker2017_4000,7_becker2017,36,0.4233999999999697,df_becker2017_4000,1342.6285714285714,1399.1176470588234,1,becker2017,5500.0,17283737.19510204,16817236.07266436,4157.371428571429,4100.882352941177,0.09704414833099201,0.18873946338059833,0.12443810932340911,0.2078375226365294,False
7_becker2017_df_becker2017_259,7_becker2017,40,0.37819999999997467,df_becker2017_259,160.6578947368421,169.1315789473684,1,becker2017,264.0,10679.590720221606,9000.017313019393,103.34210526315789,94.86842105263159,0.3727286290051013,0.35937690560124974,0.43054396727278244,0.42910899571329014,False
7_becker2017_df_becker2017_546,7_becker2017,38,0.3549999999999772,df_becker2017_546,283.94444444444446,269.47222222222223,1,becker2017,350.0,4363.336419753085,6484.722993827159,66.05555555555554,80.52777777777777,-0.5499641219230333,-0.5474991102566781,-0.3053271490267615,-0.2498241787620785,True
8_becker2017_df_becker2017_729,8_becker2017,36,0.4702999999999645,df_becker2017_729,402.38235294117646,531.2647058823529,1,becker2017,280.0,14977.440311418684,63133.952422145325,122.38235294117646,251.26470588235293,-1.466169197684359,1.8204564167230646,-1.5395568967615234,1.761614921473869,True
8_becker2017_df_becker2017_4000,8_becker2017,36,0.4233999999999697,df_becker2017_4000,1055.59375,1216.3636363636363,1,becker2017,5500.0,19752746.915039062,18349540.49586777,4444.40625,4283.636363636364,0.947940080136431,0.8921813623854743,0.9319571710201455,0.8797492076317435,False
8_becker2017_df_becker2017_259,8_becker2017,40,0.37819999999997467,df_becker2017_259,150.66666666666666,158.5625,1,becker2017,264.0,12844.444444444447,11117.06640625,113.33333333333334,105.4375,0.7601054561927333,0.7706463196823945,0.7126148193647945,0.7138307144062648,False
8_becker2017_df_becker2017_546,8_becker2017,36,0.3549999999999772,df_becker2017_546,268.6,341.84375,1,becker2017,350.0,6625.959999999996,66.5244140625,81.39999999999998,8.15625,0.12205436929052065,-0.8946724171008236,0.24357821218197054,-1.0895243868480784,False
9_becker2017_df_becker2017_550,9_becker2017,37,0.5470999999999561,df_becker2017_550,299.5135135135135,308.2162162162162,1,becker2017,150.0,22354.29072315558,25032.371073776474,149.5135135135135,158.2162162162162,-1.0472027343891566,-1.0429878303219313,-1.068640665913998,-1.0654400238910002,True
9_becker2017_df_becker2017_3218,9_becker2017,37,0.3379999999999791,df_becker2017_3218,4099.583333333333,4319.657142857143,1,becker2017,4100.0,0.17361111111136374,48249.260408163456,0.41666666666696983,219.6571428571433,-0.9315296269034514,-0.42812254576139,-1.2663722108239879,-0.33474341685356523,True
9_becker2017_df_becker2017_279,9_becker2017,40,0.4354999999999684,df_becker2017_279,252.41666666666666,302.3529411764706,1,becker2017,460.0,43090.84027777778,24852.595155709336,207.58333333333334,157.6470588235294,-1.0964369828711535,-1.0400733944419702,-1.109227282934227,-1.0754695682630997,False
9_becker2017_df_becker2017_346,9_becker2017,37,0.4725999999999642,df_becker2017_346,280.9166666666667,278.69444444444446,1,becker2017,200.0,6547.506944444447,6192.815586419755,80.91666666666669,78.69444444444446,-0.571882361527384,-0.6258526059691121,-0.38570859114458955,-0.40845006882416296,False
10_becker2017_df_becker2017_550,10_becker2017,38,0.5470999999999561,df_becker2017_550,337.97222222222223,349.5,1,becker2017,150.0,35333.5563271605,39800.25,187.97222222222223,199.5,0.10226441792961741,0.09238753050762198,0.15549933912724184,0.1471967744897524,True
10_becker2017_df_becker2017_3218,10_becker2017,37,0.3379999999999791,df_becker2017_3218,4738.942857142857,5132.212121212121,1,becker2017,4100.0,408247.97469387745,1065461.8631772264,638.9428571428571,1032.212121212121,-0.5491990294181562,2.0115907979715315,-0.26656613228923687,1.8996657682876483,True
10_becker2017_df_becker2017_279,10_becker2017,40,0.4354999999999684,df_becker2017_279,169.21052631578948,221.18421052631578,1,becker2017,460.0,84558.51800554016,57032.981301939064,290.7894736842105,238.81578947368422,0.8618575466316751,0.08565725407194782,0.8324825423822113,0.17369645399997283,False
10_becker2017_df_becker2017_346,10_becker2017,37,0.4725999999999642,df_becker2017_346,206.75,187.63888888888889,1,becker2017,200.0,45.5625,152.79706790123464,6.75,12.361111111111114,-0.9106283536786786,-1.053142494682257,-1.347892630509163,-1.4131067138990894,True
11_becker2017_df_becker2017_729,11_becker2017,40,0.4702999999999645,df_becker2017_729,495.175,455.55555555555554,1,becker2017,280.0,46300.28062500001,30819.753086419747,215.175,175.55555555555554,1.0224268064601982,-0.4506369367326361,0.9545703994206198,-0.4280619983640522,False
11_becker2017_df_becker2017_3218,11_becker2017,40,0.3379999999999791,df_becker2017_3218,2451.3076923076924,3956.4285714285716,1,becker2017,4100.0,2718186.3254437866,20612.755102040777,1648.6923076923076,143.57142857142844,1.614095193977702,-0.49440677246674936,1.3145023556040734,-0.5439681750381877,False
11_becker2017_df_becker2017_278,11_becker2017,40,0.3518999999999776,df_becker2017_278,236.7,292.4102564102564,1,becker2017,300.0,4006.8900000000012,57.60420775805393,63.30000000000001,7.589743589743591,0.5337809569668676,-1.0244579790949218,0.667051038649064,-1.0990316277040115,False
11_becker2017_df_becker2017_346,11_becker2017,40,0.4725999999999642,df_becker2017_346,308.45,290.2894736842105,1,becker2017,200.0,11761.402499999998,8152.189058171744,108.44999999999999,90.28947368421052,-0.3002426638906257,-0.4872403699096528,-0.028511280351269715,-0.2328366541170919,False
12_becker2017_df_becker2017_729,12_becker2017,39,0.4702999999999645,df_becker2017_729,480.7105263157895,450.4,1,becker2017,280.0,40284.71537396122,29036.159999999993,200.71052631578948,170.39999999999998,0.5444908499334532,-0.5759906972189468,0.5657870228904929,-0.5771721252141541,False
12_becker2017_df_becker2017_3218,12_becker2017,38,0.3379999999999791,df_becker2017_3218,3050.0,3655.5714285714284,1,becker2017,4100.0,1102500.0,197516.75510204094,1050.0,444.42857142857156,0.10097909998431703,-0.07011489072556931,0.37706828112019064,0.2833456453463634,False
12_becker2017_df_becker2017_278,12_becker2017,40,0.3518999999999776,df_becker2017_278,278.7435897435897,307.5,1,becker2017,300.0,451.834976988824,56.25,21.256410256410277,7.5,-0.874485448409289,-1.0320271016846012,-0.8929293892945608,-1.1134295955010478,False
12_becker2017_df_becker2017_346,12_becker2017,38,0.4725999999999642,df_becker2017_346,344.02777777777777,383.55555555555554,1,becker2017,200.0,20744.000771604937,33692.64197530864,144.02777777777777,183.55555555555554,0.16774336545960034,1.31957152167433,0.4330487637004702,1.1797320229504793,True
13_becker2017_df_becker2017_61,13_becker2017,40,0.34209999999997864,df_becker2017_61,48.2,48.075,1,becker2017,55.0,46.23999999999996,47.95562499999996,6.799999999999997,6.924999999999997,0.47403409516861406,0.7225069271413997,0.7246255718410689,0.8168952415057206,True
13_becker2017_df_becker2017_46,13_becker2017,39,0.4892999999999624,df_becker2017_46,51.26315789473684,53.729729729729726,1,becker2017,80.0,825.8060941828255,690.1271000730462,28.736842105263158,26.270270270270274,-1.1024078393120325,-1.5310681753048254,-1.2225427542856735,-1.5776961928140916,False
13_becker2017_df_becker2017_74,13_becker2017,39,0.4447999999999673,df_becker2017_74,66.84615384615384,65.24324324324324,1,becker2017,70.0,9.94674556213022,22.62673484295107,3.1538461538461604,4.756756756756758,-0.25007572821958174,-0.383859818634976,-0.04915831646540096,-0.25239942231469814,True
13_becker2017_df_becker2017_55,13_becker2017,39,0.3762999999999749,df_becker2017_55,45.0,46.21052631578947,1,becker2017,50.0,25.0,14.360110803324108,5.0,3.7894736842105274,0.5459664470688876,0.9143980541036996,0.5407254537142956,0.865442583805361,False
13_becker2017_df_becker2017_59,13_becker2017,40,0.4537999999999664,df_becker2017_59,41.81578947368421,40.71052631578947,1,becker2017,60.0,330.66551246537387,372.0837950138505,18.184210526315788,19.289473684210527,1.0166954782242335,0.4935038931291891,0.9368419982129984,0.5048573138267438,True
14_becker2017_df_becker2017_61,14_becker2017,40,0.34209999999997864,df_becker2017_61,44.810810810810814,50.82051282051282,1,becker2017,55.0,103.81957633308978,17.468113083497723,10.189189189189186,4.179487179487182,2.0279783735446575,-0.34340786665795586,1.6683628683414418,-0.02844876561804564,False
14_becker2017_df_becker2017_46,14_becker2017,38,0.4892999999999624,df_becker2017_46,47.473684210526315,51.6578947368421,1,becker2017,80.0,1057.9612188365652,803.2749307479226,32.526315789473685,28.342105263157897,-0.3446079706180971,-0.6665493735756117,-0.3229827183427247,-0.6438832589244695,False
14_becker2017_df_becker2017_74,14_becker2017,38,0.4447999999999673,df_becker2017_74,71.02702702702703,67.61111111111111,1,becker2017,70.0,1.0547845142439831,5.706790123456775,1.0270270270270316,2.3888888888888857,-1.2375416785158817,-1.3156248282468617,-1.5177177104528743,-1.6126207774240615,True
14_becker2017_df_becker2017_55,14_becker2017,38,0.3762999999999749,df_becker2017_55,53.31578947368421,49.3421052631579,1,becker2017,50.0,10.994459833795027,0.43282548476453947,3.3157894736842124,0.6578947368421026,-0.6971778670491146,-1.0851219733871906,-0.3333871889444506,-1.1036790554215419,False
14_becker2017_df_becker2017_59,14_becker2017,38,0.4537999999999664,df_becker2017_59,56.44736842105263,46.432432432432435,1,becker2017,60.0,12.621191135734083,184.07888970051124,3.55263157894737,13.567567567567565,-1.2864262125950403,-1.6953463358022187,-1.5503380485103644,-1.7420257701281157,True
15_becker2017_df_becker2017_39,15_becker2017,40,0.5211999999999589,df_becker2017_39,46.62162162162162,46.016216216216215,1,becker2017,40.0,43.845872899926945,36.194857560262946,6.621621621621621,6.016216216216215,-0.02997786377896057,-1.4210630841468612,0.20101168105571182,-1.6883432022052955,False
15_becker2017_df_becker2017_54,15_becker2017,37,0.33769999999997913,df_becker2017_54,27.135135135135137,32.80555555555556,1,becker2017,50.0,522.8020452885316,295.6489197530864,22.864864864864863,17.194444444444443,2.591027674015109,1.9801816073911227,2.2691836857130414,1.5235895322463775,False
15_becker2017_df_becker2017_26,15_becker2017,38,0.4743999999999641,df_becker2017_26,29.18918918918919,35.189189189189186,1,becker2017,45.0,249.981738495252,96.25200876552235,15.81081081081081,9.810810810810814,1.166898567318976,-0.4450368825622316,1.139741018838189,-0.4227808558724331,False
15_becker2017_df_becker2017_45,15_becker2017,37,0.34559999999997826,df_becker2017_45,59.62162162162162,52.83783783783784,1,becker2017,50.0,92.57560262965667,8.053323593864139,9.621621621621621,2.8378378378378386,0.34967467230353017,-1.1695695298980795,0.5739962356730846,-0.9222666166423317,False
15_becker2017_df_becker2017_41,15_becker2017,38,0.3648999999999761,df_becker2017_41,65.01315789473684,61.026315789473685,1,becker2017,60.0,25.131752077562258,1.0533240997229931,5.013157894736835,1.026315789473685,1.403848253350698,-0.4756660181899358,1.1946779526792852,-0.47693033997366024,False
16_becker2017_df_becker2017_39,16_becker2017,40,0.5211999999999589,df_becker2017_39,45.10526315789474,49.55263157894737,1,becker2017,40.0,26.06371191135737,91.25277008310252,5.10526315789474,9.55263157894737,-0.46395086256075635,-0.3945511370879929,-0.2628565058785105,-0.3029161839685897,True
16_becker2017_df_becker2017_54,16_becker2017,39,0.33769999999997913,df_becker2017_54,40.48684210526316,38.91891891891892,1,becker2017,50.0,90.50017313019391,122.79035792549305,9.513157894736842,11.08108108108108,-0.08555593911454343,-0.18177317670777213,0.2037681379523233,-0.003176614565089076,True
16_becker2017_df_becker2017_26,16_becker2017,39,0.4743999999999641,df_becker2017_26,33.60526315789474,34.567567567567565,1,becker2017,45.0,129.84002770083094,108.83564645726814,11.39473684210526,10.432432432432435,-0.5961010982546004,0.006797520316771433,-0.5428476380301491,0.061944804774253286,False
16_becker2017_df_becker2017_45,16_becker2017,39,0.34559999999997826,df_becker2017_45,56.513513513513516,56.578947368421055,1,becker2017,50.0,42.425858290723184,43.28254847645432,6.513513513513516,6.578947368421055,-0.35308386312942397,0.8173096911620342,-0.1530984765263418,0.7317991944340069,True
16_becker2017_df_becker2017_41,16_becker2017,39,0.3648999999999761,df_becker2017_41,59.26315789473684,58.189189189189186,1,becker2017,60.0,0.5429362880886421,3.279035792549318,0.7368421052631575,1.810810810810814,-0.9496864947601887,-0.34691028977397637,-0.9532973031730693,-0.13742137932710227,True
17_becker2017_df_becker2017_39,17_becker2017,40,0.5211999999999589,df_becker2017_39,50.0,52.1025641025641,1,becker2017,40.0,100.0,146.47205785667325,10.0,12.102564102564102,1.340461586592539,0.6349695259799766,1.234489114422298,0.696046056193948,True
17_becker2017_df_becker2017_54,17_becker2017,40,0.33769999999997913,df_becker2017_54,48.8421052631579,47.39473684210526,1,becker2017,50.0,1.340720221606642,6.787396121883672,1.1578947368421026,2.60526315789474,-0.6375839222904358,-1.632630777218716,-1.0887325490802535,-2.119947874917477,True
17_becker2017_df_becker2017_26,17_becker2017,40,0.4743999999999641,df_becker2017_26,35.5,36.175,1,becker2017,45.0,90.25,77.88062500000005,9.5,8.825000000000003,-1.1770584122056742,-1.1046889972445133,-1.264770038078022,-1.1914925285719073,False
17_becker2017_df_becker2017_45,17_becker2017,39,0.34559999999997826,df_becker2017_45,65.38461538461539,55.794871794871796,1,becker2017,50.0,236.68639053254444,33.58053911900067,15.384615384615387,5.794871794871796,2.369128362082326,0.2701298749980473,1.922161146854899,0.38513396346288375,False
17_becker2017_df_becker2017_41,17_becker2017,40,0.3648999999999761,df_becker2017_41,60.1,59.125,1,becker2017,60.0,0.010000000000000285,0.765625,0.10000000000000142,0.875,-1.000696843663726,-0.4923091922671725,-1.273180387429235,-0.5424158625281075,True
18_becker2017_df_becker2017_39,18_becker2017,40,0.5211999999999589,df_becker2017_39,47.3625,51.666666666666664,1,becker2017,40.0,54.20640624999996,136.11111111111106,7.362499999999997,11.666666666666664,0.22287057965826593,0.44179773413719053,0.4276532821930034,0.5252787613685966,True
18_becker2017_df_becker2017_54,18_becker2017,40,0.33769999999997913,df_becker2017_54,40.575,37.0,1,becker2017,50.0,88.83062499999994,169.0,9.424999999999997,13.0,-0.09589289450244819,0.3961742254817698,0.19013072912851453,0.4760588356682537,True
18_becker2017_df_becker2017_26,18_becker2017,40,0.4743999999999641,df_becker2017_26,32.55,35.175,1,becker2017,45.0,155.00250000000008,96.53062500000006,12.450000000000003,9.825000000000003,-0.22685855996289872,-0.43503274838247785,-0.14077696800348372,-0.4117164657924547,False
18_becker2017_df_becker2017_45,18_becker2017,40,0.34559999999997826,df_becker2017_45,55.80769230769231,55.825,1,becker2017,50.0,33.72928994082839,33.930625000000035,5.807692307692307,5.825000000000003,-0.47495063867188575,0.2898742311359511,-0.31821463357765056,0.398454619713195,True
18_becker2017_df_becker2017_41,18_becker2017,40,0.3648999999999761,df_becker2017_41,62.51875,59.875,1,becker2017,60.0,6.3441015624999855,0.015625,2.518749999999997,0.125,-0.3944241279281012,-0.5356961217707615,-0.05825253694597651,-0.8669962786675401,False
19_becker2017_df_becker2017_61,19_becker2017,40,0.34209999999997864,df_becker2017_61,49.6474358974359,46.41025641025641,1,becker2017,55.0,28.64994247205785,73.78369493754111,5.352564102564102,8.589743589743591,-0.0006823058991514925,1.6255167206958494,0.32157954388222937,1.3294701624724334,True
19_becker2017_df_becker2017_46,19_becker2017,39,0.4892999999999624,df_becker2017_46,46.60526315789474,47.54054054054054,1,becker2017,80.0,1115.2084487534623,1053.616508400292,33.39473684210526,32.45945945945946,-0.1577417819917615,1.2462137739292838,-0.11683354343913319,1.2118816138139517,False
19_becker2017_df_becker2017_74,19_becker2017,40,0.4447999999999673,df_becker2017_74,66.57894736842105,63.421052631578945,1,becker2017,70.0,11.703601108033226,43.28254847645432,3.421052631578945,6.578947368421055,-0.054974217784958826,0.7536358829075828,0.1353465989082312,0.7943577116876268,True
19_becker2017_df_becker2017_55,19_becker2017,39,0.3762999999999749,df_becker2017_55,50.026315789473685,51.26315789473684,1,becker2017,50.0,0.0006925207756233081,1.595567867036012,0.02631578947368496,1.2631578947368425,-1.6729945198687015,-0.9181887464886171,-2.0406384441373167,-0.7230925201087778,True
19_becker2017_df_becker2017_59,19_becker2017,40,0.4537999999999664,df_becker2017_59,40.43589743589744,39.743589743589745,1,becker2017,60.0,382.75410913872446,410.3221564760026,19.564102564102562,20.256410256410255,1.3938956632210606,0.9386946507899949,1.1714058792104747,0.8845548102630406,True
20_becker2017_df_becker2017_61,20_becker2017,40,0.34209999999997864,df_becker2017_61,52.1578947368421,55.81578947368421,1,becker2017,55.0,8.07756232686982,0.6655124653739642,2.8421052631578974,0.8157894736842124,-0.5558849394555276,-0.9308661224254898,-0.37747073210530646,-1.0641320362011304,False
20_becker2017_df_becker2017_46,20_becker2017,39,0.4892999999999624,df_becker2017_46,37.432432432432435,48.86486486486486,1,becker2017,80.0,1811.99780861943,969.3966398831265,42.567567567567565,31.135135135135137,2.116715377639394,0.6027223399532647,2.0606487732943894,0.614985052570397,False
20_becker2017_df_becker2017_74,20_becker2017,39,0.4447999999999673,df_becker2017_74,64.76923076923077,65.48717948717949,1,becker2017,70.0,27.360946745562085,20.36554898093358,5.230769230769226,4.512820512820511,1.683798096422987,-0.508381139560424,1.384948071211507,-0.3925285624537648,False
20_becker2017_df_becker2017_55,20_becker2017,38,0.3762999999999749,df_becker2017_55,53.81578947368421,46.2972972972973,1,becker2017,50.0,14.56024930747924,13.710007304601891,3.8157894736842124,3.7027027027027017,-0.38067519332514294,0.82106364356321,-0.07388499815513502,0.8108814118803808,False
20_becker2017_df_becker2017_59,20_becker2017,39,0.4537999999999664,df_becker2017_59,47.68421052631579,40.5,1,becker2017,60.0,151.67867036011086,380.25,12.315789473684212,19.5,-0.2794398424772418,0.5885790701499344,-0.06071402772101182,0.5875269711108501,True
21_becker2017_df_becker2017_39,21_becker2017,40,0.5211999999999589,df_becker2017_39,37.30769230769231,48.58974358974359,1,becker2017,40.0,7.248520710059178,73.78369493754111,2.6923076923076934,8.589743589743591,-0.9231349264958936,-0.7202484532285046,-1.0010020722137323,-0.6801374373985823,True
21_becker2017_df_becker2017_54,21_becker2017,40,0.33769999999997913,df_becker2017_54,42.64102564102564,40.35,1,becker2017,50.0,54.15450361604206,93.12249999999997,7.358974358974358,9.649999999999999,-0.31058902292726775,-0.5528312643017148,-0.12946896629572865,-0.3605782637179836,True
21_becker2017_df_becker2017_26,21_becker2017,40,0.4743999999999641,df_becker2017_26,28.4,33.51282051282051,1,becker2017,45.0,275.56000000000006,131.95529257067722,16.6,11.487179487179489,1.5422425355431937,0.8369431230686885,1.4404336221013732,0.8844113103531348,False
21_becker2017_df_becker2017_45,21_becker2017,40,0.34559999999997826,df_becker2017_45,58.925,57.5,1,becker2017,50.0,79.65562499999994,56.25,8.924999999999997,7.5,0.16862440621483202,1.5486558978442544,0.4110321816996907,1.1390264235868306,False
21_becker2017_df_becker2017_41,21_becker2017,40,0.3648999999999761,df_becker2017_41,63.7,59.717948717948715,1,becker2017,60.0,13.69000000000002,0.0795529257067733,3.700000000000003,0.2820512820512846,0.3086933941508225,-0.531997939896161,0.5350843202667814,-0.7990285846896237,False
22_becker2017_df_becker2017_39,22_becker2017,40,0.5211999999999589,df_becker2017_39,44.05128205128205,49.51428571428571,1,becker2017,40.0,16.412886259040103,90.52163265306119,4.051282051282051,9.514285714285712,-0.6994789151831902,-0.4081826256877106,-0.5852791497866814,-0.31793857005473086,True
22_becker2017_df_becker2017_54,22_becker2017,39,0.33769999999997913,df_becker2017_54,45.73684210526316,41.28947368421053,1,becker2017,50.0,18.17451523545707,75.87326869806093,4.2631578947368425,8.710526315789473,-0.5333580033604507,-0.7685686726254639,-0.6083700890177522,-0.5952046930038333,True
22_becker2017_df_becker2017_26,22_becker2017,39,0.4743999999999641,df_becker2017_26,32.921052631578945,35.28947368421053,1,becker2017,45.0,145.90096952908593,94.29432132963987,12.078947368421055,9.710526315789473,-0.36041746361365723,-0.5153305889835397,-0.2821534380128593,-0.5009803045580004,False
22_becker2017_df_becker2017_45,22_becker2017,39,0.34559999999997826,df_becker2017_45,59.026315789473685,56.13157894736842,1,becker2017,50.0,81.47437673130196,37.59626038781159,9.026315789473685,6.131578947368418,0.19411094298295017,0.496610962026237,0.4347334727186408,0.5340031117026325,False
22_becker2017_df_becker2017_41,22_becker2017,39,0.3648999999999761,df_becker2017_41,55.43589743589744,57.16216216216216,1,becker2017,60.0,20.831032215647582,8.053323593864139,4.564102564102562,2.8378378378378386,0.9922020104584319,-0.07072137208665479,0.9691193676268626,0.30704910043139905,False
23_becker2017_df_becker2017_61,23_becker2017,40,0.34209999999997864,df_becker2017_61,54.76794871794871,54.76923076923077,1,becker2017,55.0,0.05384779750164616,0.05325443786982375,0.23205128205128744,0.2307692307692335,-0.7724270899587966,-0.9522720964822258,-1.1042537915186617,-1.2442598989083586,False
23_becker2017_df_becker2017_46,23_becker2017,40,0.4892999999999624,df_becker2017_46,47.675,51.56410256410256,1,becker2017,80.0,1044.905625,808.6002629848784,32.325,28.435897435897438,-0.3872239900138637,-0.6258605701151906,-0.37077184525219337,-0.6016094560866664,False
23_becker2017_df_becker2017_74,23_becker2017,40,0.4447999999999673,df_becker2017_74,68.28947368421052,64.13157894736842,1,becker2017,70.0,2.925900277008331,34.43836565096949,1.7105263157894797,5.868421052631575,-1.0297513952654054,0.2665952789331124,-1.045764412385129,0.38619597208250156,True
23_becker2017_df_becker2017_55,23_becker2017,40,0.3762999999999749,df_becker2017_55,45.5,46.743589743589745,1,becker2017,50.0,20.25,10.604207758053906,4.5,3.2564102564102555,0.1243521842852946,0.3751685353170108,0.28122326292498,0.5302548882679213,False
23_becker2017_df_becker2017_59,23_becker2017,40,0.4537999999999664,df_becker2017_59,46.8,44.794871794871796,1,becker2017,60.0,174.24000000000007,231.19592373438525,13.200000000000003,15.205128205128204,-0.11606170873123255,-1.146785485436488,0.08959037798025635,-1.0989870308549798,True
24_becker2017_df_becker2017_39,24_becker2017,40,0.5211999999999589,df_becker2017_39,46.06923076923077,51.95,1,becker2017,40.0,36.835562130177536,142.80250000000007,6.069230769230771,11.950000000000003,-0.2010642457488494,0.5665534744499415,0.03203017087386516,0.6362775030050766,True
24_becker2017_df_becker2017_54,24_becker2017,39,0.33769999999997913,df_becker2017_54,39.864102564102566,38.282051282051285,1,becker2017,50.0,102.73641683103217,137.31032215647593,10.135897435897434,11.717948717948715,-0.00979561632804183,-0.00017091297132087497,0.30010158306133683,0.1558762488384647,True
24_becker2017_df_becker2017_26,24_becker2017,39,0.4743999999999641,df_becker2017_26,29.738461538461536,32.07692307692308,1,becker2017,45.0,232.91455621301782,167.00591715976324,15.261538461538464,12.92307692307692,0.9164490235518719,2.095488419722778,0.9304602343752472,2.004089759472345,False
24_becker2017_df_becker2017_45,24_becker2017,39,0.34559999999997826,df_becker2017_45,51.36578947368421,50.13157894736842,1,becker2017,50.0,1.8653808864265902,0.01731301939058083,1.3657894736842096,0.1315789473684177,-0.9214660567546027,-1.6227893348711753,-1.3573303754933432,-2.118791409635768,False
24_becker2017_df_becker2017_41,24_becker2017,40,0.3648999999999761,df_becker2017_41,57.95263157894736,55.94871794871795,1,becker2017,60.0,4.191717451523575,16.412886259040103,2.0473684210526386,4.051282051282051,-0.6004409951020525,0.41287296929311107,-0.2950255016872353,0.8321960707803444,True
25_becker2017_df_becker2017_39,25_becker2017,40,0.5211999999999589,df_becker2017_39,40.80555555555556,48.810810810810814,1,becker2017,40.0,0.6489197530864222,77.63038714390072,0.8055555555555571,8.810810810810814,-1.0841979502702084,-0.6485298695490317,-1.57817713589783,-0.5935320843790477,True
